record_type,name,organization,role_or_outlet_type,geographic_or_subject_scope,priority_tier,why_relevant,coverage_or_evidence,source_url,public_contact_route,verification_status,verified_on,notes
person,Katey Rusch,California Reporting Project / UC Berkeley IRP,Record Requests Manager and Data Journalist,Investigative editing and reporting partnerships,2,"Potential editorial guidance, collaboration, records expertise, or deeper investigation capacity.",Official Berkeley profile identifies her as the California Reporting Project's records and data specialist.,https://journalism.berkeley.edu/person/katey-rusch/,https://journalism.berkeley.edu/person/katey-rusch/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Casey Smith,Indiana Capital Chronicle / States Newsroom,State government and investigative reporter,Investigative editing and reporting partnerships,3,"Potential editorial guidance, collaboration, records expertise, or deeper investigation capacity.",Official author page documents current state-government reporting and major investigative awards.,https://indianacapitalchronicle.com/author/casey-smith/,https://indianacapitalchronicle.com/author/casey-smith/,Current role verified from public source,2026-09-03,Strong accountability background but based outside California; lower geographic priority.
person,Aaron Glantz,Independent / UC Berkeley Journalism,Investigative journalist and lecturer,Investigative editing and reporting partnerships,2,"Potential editorial guidance, collaboration, records expertise, or deeper investigation capacity.",Official Berkeley profile and current professional site document investigative reporting and teaching.,https://journalism.berkeley.edu/person/aaron-glantz/,https://www.aglantz.com/,Current role verified from public source,2026-09-03,Confirm any institutional editorial role before pitching; treat as an independent investigative lead.
person,Jennifer Gollan,San Francisco Chronicle,Investigative reporter,Investigative editing and reporting partnerships,2,"Potential editorial guidance, collaboration, records expertise, or deeper investigation capacity.",Official Chronicle author page identifies her as an investigative reporter.,https://www.sfchronicle.com/author/jennifer-gollan/,https://www.sfchronicle.com/newsroom_contacts/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Cynthia Dizikes,San Francisco Chronicle,Investigative reporter,Investigative editing and reporting partnerships,2,"Potential editorial guidance, collaboration, records expertise, or deeper investigation capacity.",Official Chronicle author page identifies her as an investigative reporter.,https://www.sfchronicle.com/author/cynthia-dizikes/,https://www.sfchronicle.com/newsroom_contacts/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Susie Neilson,San Francisco Chronicle,Investigative reporter,Investigative editing and reporting partnerships,2,"Potential editorial guidance, collaboration, records expertise, or deeper investigation capacity.",Official Chronicle author page identifies her as an investigative reporter.,https://www.sfchronicle.com/author/susie-neilson/,https://www.sfchronicle.com/newsroom_contacts/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
person,Matthias Gafni,San Francisco Chronicle,Investigative reporter,Investigative editing and reporting partnerships,2,"Potential editorial guidance, collaboration, records expertise, or deeper investigation capacity.",A current Chronicle investigation credits Gafni on the investigative team.,https://www.sfchronicle.com/projects/2026/the-wrong-stalker/,https://www.sfchronicle.com/newsroom_contacts/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
watchdog_or_expert,Kedric Payne,Nonprofit watchdog and public-integrity organizations,"Ethics, campaign-finance, research, communications, or advocacy specialist","Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.","Public profile, byline, staff page, or relevant work located.",https://campaignlegal.org/staff/kedric-payne,https://campaignlegal.org/staff/kedric-payne,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
watchdog_or_expert,Brendan Fischer,Nonprofit watchdog and public-integrity organizations,"Ethics, campaign-finance, research, communications, or advocacy specialist","Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.","Public profile, byline, staff page, or relevant work located.",https://campaignlegal.org/issues/ethics,https://campaignlegal.org/issues/ethics,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
watchdog_or_expert,Donald Sherman,Nonprofit watchdog and public-integrity organizations,"Ethics, campaign-finance, research, communications, or advocacy specialist","Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.","Public profile, byline, staff page, or relevant work located.",https://www.citizen.org/topic/protecting-democracy/ethics-lobbying-reform/,https://www.citizen.org/topic/protecting-democracy/ethics-lobbying-reform/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
watchdog_or_expert,Craig Holman,Nonprofit watchdog and public-integrity organizations,"Ethics, campaign-finance, research, communications, or advocacy specialist","Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.","Public profile, byline, staff page, or relevant work located.",https://www.citizen.org/topic/protecting-democracy/ethics-lobbying-reform/,https://www.citizen.org/topic/protecting-democracy/ethics-lobbying-reform/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
watchdog_or_expert,Doug Pasternak,Public Citizen,"Research Director, Trump Accountability Project","Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.","Official Public Citizen profile says his work focuses on waste, fraud, abuse, corruption, and conflicts of interest.",https://www.citizen.org/about/person/doug-pasternak/,https://www.citizen.org/about/person/doug-pasternak/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
watchdog_or_expert,Michael Beckel,Nonprofit watchdog and public-integrity organizations,"Ethics, campaign-finance, research, communications, or advocacy specialist","Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.","Public profile, byline, staff page, or relevant work located.",https://issueone.org/team/michael-beckel/,https://issueone.org/team/michael-beckel/,Public source located - re-check current affiliation,2026-09-03,"Do not infer interest, endorsement, or wrongdoing. Personalize any outreach using current work and public contact preferences."
watchdog_or_expert,Sean McMorris,California Common Cause,"Transparency, Ethics and Accountability Program Manager","Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.","Official Common Cause profile places him on California transparency, ethics, and accountability work.",https://www.commoncause.org/california/people/sean-mcmorris/,https://www.commoncause.org/california/people/sean-mcmorris/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
watchdog_or_expert,Pedro Hernandez,California Common Cause,Legal and Policy Director,"Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.",Official Common Cause profile identifies him as California's legal and policy director with campaign-finance and election-policy expertise.,https://www.commoncause.org/california/people/pedro-hernandez/,https://www.commoncause.org/california/people/pedro-hernandez/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
watchdog_or_expert,Darius Kemp,California Common Cause,Executive Director,"Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.",UC Berkeley's current public profile identifies him as executive director of California Common Cause and documents his Bay Area roots.,https://gspp.berkeley.edu/people-and-community/alumni/alumni-board/darius-kemp,https://www.commoncause.org/california/,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
watchdog_or_expert,Joedy McCreary,OpenSecrets,Senior reporter,"Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.",Current verified public journalist profile lists him as an OpenSecrets senior reporter following campaign money.,https://muckrack.com/joedy-mccreary-10,https://www.opensecrets.org/contact,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
watchdog_or_expert,Brendan Glavin,OpenSecrets,Director of Insights,"Campaign finance, ethics, and government accountability",2,"Can assess public records, contextualize ethics rules, and identify whether evidence merits journalistic attention.",OpenSecrets' annual report lists him as Director of Insights.,https://dkftve4js3etk.cloudfront.net/2024-annual-report/OpenSecrets-2024-Annual-Report.pdf,https://www.opensecrets.org/contact,Current role verified from public source,2026-09-03,Role/profile verified; interest in any specific allegation has not been inferred.
